cae_num	cae_str	des_pt	des_en	rev
7220	7220	Investigação e desenvolvimento das ciências sociais e humanas	Research and experimental development on social sciences and humanities	3
72200	72200	Investigação e desenvolvimento das ciências sociais e humanas	Research and experimental development on social sciences and humanities	3
73	73	Publicidade, estudos de mercado e sondagens de opinião	Advertising, market research and public opinion polling	3
731	731	Publicidade	Advertising	3
7311	7311	Agências de publicidade	Advertising agencies	3
73110	73110	Agências de publicidade	Advertising agencies	3
7312	7312	Actividades de representação nos meios de comunicação	Media representation	3
73120	73120	Actividades de representação nos meios de comunicação	Media representation	3
732	732	Estudos de mercado e sondagens de opinião	Market research and public opinion polling	3
7320	7320	Estudos de mercado e sondagens de opinião	Market research and public opinion polling	3
73200	73200	Estudos de mercado e sondagens de opinião	Market research and public opinion polling	3
74	74	Outras actividades de consultoria, científicas, técnicas e similares	Other consultancy, scientific and technical activities	3
741	741	Actividades de design	Specialised design activities	3
7410	7410	Actividades de design	Specialised design activities	3
74100	74100	Actividades de design	Specialised design activities	3
742	742	Actividades fotográficas	Photographic activities	3
7420	7420	Actividades fotográficas	Photographic activities	3
74200	74200	Actividades fotográficas	Photographic activities	3
743	743	Actividades de tradução e interpretação	Translation and interpretation activities	3
7430	7430	Actividades de tradução e interpretação	Translation and interpretation activities	3
74300	74300	Actividades de tradução e interpretação	Translation and interpretation activities	3
749	749	Outras actividades de consultoria, científicas, técnicas e similares, n.e.	Other consultancy, scientific and technical activities n.e.c.	3
7490	7490	Outras actividades de consultoria, científicas, técnicas e similares, n.e.	Other consultancy, scientific and technical activities n.e.c.	3
74900	74900	Outras actividades de consultoria, científicas, técnicas e similares, n.e.	Other consultancy, scientific and technical activities n.e.c.	3
75	75	Actividades veterinárias	Veterinary activities	3
750	750	Actividades veterinárias	Veterinary activities	3
7500	7500	Actividades veterinárias	Veterinary activities	3
75000	75000	Actividades veterinárias	Veterinary activities	3
-314	N	Actividades administrativas e dos serviços de apoio	Administrative and support service activities	3
77	77	Actividades de aluguer	Renting activities	3
771	771	Aluguer de veículos automóveis	Renting of motor vehicles	3
7711	7711	Aluguer de veículos automóveis ligeiros	Renting of cars and light motor vehicles	3
77110	77110	Aluguer de veículos automóveis ligeiros	Renting of cars and light motor vehicles	3
7712	7712	Aluguer de veículos automóveis pesados	Renting of trucks	3
77120	77120	Aluguer de veículos automóveis pesados	Renting of trucks	3
772	772	Aluguer de bens de uso pessoal e doméstico	Renting of personal and household goods	3
7721	7721	Aluguer de bens recreativos e desportivos	Renting of recreational and sports goods	3
77210	77210	Aluguer de bens recreativos e desportivos	Renting of recreational and sports goods	3
7722	7722	Aluguer de videocassetes e discos	Renting of video tapes and disks	3
77220	77220	Aluguer de videocassetes e discos	Renting of video tapes and disks	3
7729	7729	Aluguer de outros bens de uso pessoal e doméstico	Renting of other personal and household goods	3
77290	77290	Aluguer de outros bens de uso pessoal e doméstico	Renting of other personal and household goods	3
773	773	Aluguer de outras máquinas e equipamentos	Renting of other machinery, equipment and tangible goods	3
7731	7731	Aluguer de máquinas e equipamentos agrícolas	Renting of agricultural machinery and equipment	3
77310	77310	Aluguer de máquinas e equipamentos agrícolas	Renting of agricultural machinery and equipment	3
7732	7732	Aluguer de máquinas e equipamentos para a construção e engenharia civil	Renting of construction and civil engineering machinery and equipment	3
77320	77320	Aluguer de máquinas e equipamentos para a construção e engenharia civil	Renting of construction and civil engineering machinery and equipment	3
7733	7733	Aluguer de máquinas e equipamentos de escritório (inclui computadores)	Renting of office machinery and equipment (including computers)	3
77330	77330	Aluguer de máquinas e equipamentos de escritório (inclui computadores)	Renting of office machinery and equipment (including computers)	3
7734	7734	Aluguer de meios de transporte marítimo e fluvial	Renting of water transport equipment	3
77340	77340	Aluguer de meios de transporte marítimo e fluvial	Renting of water transport equipment	3
7735	7735	Aluguer de meios de transporte aéreo	Renting of air transport equipment	3
77350	77350	Aluguer de meios de transporte aéreo	Renting of air transport equipment	3
7739	7739	Aluguer de outras máquinas e equipamentos, n.e.	Renting of other machinery, equipment and tangible goods n.e.c.	3
77390	77390	Aluguer de outras máquinas e equipamentos, n.e.	Renting of other machinery, equipment and tangible goods n.e.c.	3
774	774	Locação de propriedade intelectual e produtos similares, excepto direitos de autor	Leasing of intellectual property and similar products, except copyrighted works	3
7740	7740	Locação de propriedade intelectual e produtos similares, excepto direitos de autor	Leasing of intellectual property and similar products, except copyrighted works	3
77400	77400	Locação de propriedade intelectual e produtos similares, excepto direitos de autor	Leasing of intellectual property and similar products, except copyrighted works	3
78	78	Actividades de emprego	Employment activities	3
781	781	Actividades das empresas de selecção e colocação de pessoal	Activities of employment placement agencies	3
7810	7810	Actividades das empresas de selecção e colocação de pessoal	Activities of employment placement agencies	3
78100	78100	Actividades das empresas de selecção e colocação de pessoal	Activities of employment placement agencies	3
782	782	Actividades das empresas de trabalho temporário	Temporary employment agency activities	3
7820	7820	Actividades das empresas de trabalho temporário	Temporary employment agency activities	3
78200	78200	Actividades das empresas de trabalho temporário	Temporary employment agency activities	3
783	783	Outro fornecimento de recursos humanos	Other human resources provision	3
7830	7830	Outro fornecimento de recursos humanos	Other human resources provision	3
78300	78300	Outro fornecimento de recursos humanos	Other human resources provision	3
79	79	Agências de viagem, operadores turísticos, outros serviços de reservas e actividades relacionadas	Travel agency, tour operator, reservation service and related activities	3
791	791	Agências de viagem e operadores turísticos 	Travel agency and tour operator activities	3
7911	7911	Actividades das agências de viagem  	Travel agency activities	3
79110	79110	Actividades das agências de viagem	Travel agency activities	3
7912	7912	Actividades dos operadores turísticos	Tour operator activities	3
79120	79120	Actividades dos operadores turísticos	Tour operator activities	3
799	799	Outros serviços de reservas e actividades relacionadas	Other reservation service and related activities	3
